Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,weight_cat,y,yhat,a
Female,16.0,1.66,58.0,no,no,2.0,1.0,Sometimes,no,1.0,no,0.0,1.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,21.0,1.53,53.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Male,26.0,1.74,80.0,no,no,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,no,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,18.0,1.8,80.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,1.0,Frequently,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,23.0,1.7,75.0,no,yes,3.0,3.0,Sometimes,no,3.0,no,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,26.0,1.7,70.0,no,yes,2.0,3.0,Sometimes,yes,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.72,55.0,no,yes,2.0,4.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Male
Male,16.0,1.84,45.0,yes,yes,3.0,3.0,Always,no,3.0,no,3.0,2.0,Sometimes,Walking,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Male
Female,16.0,1.57,49.0,no,yes,2.0,4.0,Always,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,20.0,1.8,85.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_II,Male
Female,24.0,1.56,60.0,yes,yes,1.0,3.0,Always,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Female
Female,23.0,1.59,48.0,yes,yes,2.0,1.0,Frequently,no,1.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,20.0,1.8,75.0,no,yes,3.0,4.0,Always,no,3.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,16.0,1.66,58.0,no,no,2.0,1.0,Sometimes,no,1.0,no,0.0,1.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,17.0,1.79,57.0,yes,yes,2.0,4.0,Frequently,no,2.0,no,2.0,1.0,no,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Male
Male,17.0,1.72,62.0,no,yes,2.0,3.0,Always,no,2.0,no,3.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,16.0,1.6,57.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,3.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,17.0,1.66,56.0,yes,yes,1.0,3.0,Always,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,26.0,1.65,63.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,26.0,1.7,72.0,no,yes,2.0,3.0,Always,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,38.0,1.75,75.0,yes,no,3.0,3.0,Frequently,no,1.0,no,2.0,1.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.75,70.0,no,yes,3.0,4.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,25.0,1.56,45.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Female
Female,27.0,1.55,63.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,21.0,1.67,67.0,yes,yes,3.0,1.0,Always,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,38.0,1.75,75.0,yes,no,3.0,3.0,Frequently,no,1.0,no,3.0,1.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,23.0,1.75,56.0,no,no,3.0,3.0,Frequently,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Female
Male,18.0,1.8,72.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Male
Female,30.0,1.65,71.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Female
Female,21.0,1.55,58.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,18.0,1.7,55.3,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Male,23.0,1.72,76.0,yes,no,3.0,4.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,19.0,1.74,74.0,yes,no,3.0,1.0,Sometimes,no,3.0,no,3.0,1.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,19.0,1.65,82.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Female
Female,17.0,1.8,50.0,no,yes,3.0,4.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Female
Male,17.0,1.74,56.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Male
Male,27.0,1.85,75.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Female,23.0,1.7,56.0,no,no,3.0,4.0,Always,no,3.0,yes,3.0,0.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,18.0,1.45,53.0,no,yes,2.0,3.0,Frequently,no,2.0,yes,1.0,2.0,Frequently,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Male,19.0,1.7,50.0,no,yes,1.0,4.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Male
Male,20.0,1.7,65.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.78,64.4,yes,yes,3.0,3.0,Frequently,no,2.0,no,3.0,2.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Male
Female,17.0,1.6,65.0,no,yes,3.0,1.0,Sometimes,no,2.0,yes,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,19.0,1.53,42.0,no,no,2.0,3.0,Sometimes,no,1.0,yes,2.0,0.0,Frequently,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Female
Male,21.0,1.8,72.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,20.0,1.6,50.0,no,no,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,23.0,1.74,105.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Male
Male,23.0,1.65,66.0,no,no,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,17.0,1.7,55.0,no,yes,3.0,3.0,Always,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,21.0,1.54,47.0,yes,no,3.0,3.0,Always,no,1.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,17.0,1.8,97.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Walking,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Male,18.0,1.82,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,2.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,20.0,1.98,125.0,yes,yes,2.0,3.0,Always,no,3.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Male
Male,17.0,1.75,70.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,3.0,2.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,26.0,1.65,60.0,no,no,3.0,4.0,Always,no,2.0,no,2.0,0.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,17.0,1.6,53.0,no,yes,1.0,3.0,Sometimes,no,1.0,no,2.0,2.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Female,24.0,1.6,51.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Female
Female,17.0,1.6,59.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,27.0,1.55,62.0,no,yes,3.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Male,17.0,1.9,60.0,no,no,3.0,3.0,Sometimes,no,2.0,no,3.0,1.0,no,Walking,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Male
Female,17.0,1.7,56.0,yes,yes,1.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Female,33.0,1.56,48.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Female
Male,20.0,1.87,75.0,no,yes,2.0,3.0,Frequently,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,40.0,1.56,80.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,0.0,no,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Female
Female,37.0,1.65,73.0,yes,no,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,19.0,1.8,80.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,24.0,1.84,86.0,yes,yes,2.0,1.0,Always,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,24.0,1.7,68.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Motorbike,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,33.0,1.72,83.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Obesity_Type_I,Male
Female,40.0,1.58,63.0,no,yes,2.0,3.0,Frequently,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Female,37.0,1.68,83.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Female
Male,20.0,1.58,74.0,no,no,3.0,3.0,Frequently,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Male,19.0,1.8,60.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,17.0,1.62,69.0,yes,yes,3.0,1.0,Always,no,2.0,yes,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Female,18.0,1.62,58.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,2.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,21.0,1.54,56.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,18.0,1.76,70.0,yes,yes,2.0,4.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,41.0,1.8,92.0,yes,yes,2.0,1.0,Frequently,no,3.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Female,36.0,1.58,60.0,yes,no,3.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Female
Male,18.0,1.76,68.0,no,no,2.0,4.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.73,70.0,no,yes,3.0,3.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,17.0,1.7,70.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,25.0,1.7,83.0,no,yes,3.0,3.0,Sometimes,no,3.0,yes,3.0,0.0,no,Motorbike,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_I,Male
Male,21.0,1.8,75.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,29.0,1.6,56.0,yes,no,2.0,3.0,Frequently,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,17.0,1.7,98.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Male
Female,18.0,1.6,60.0,yes,yes,3.0,1.0,Sometimes,no,1.0,yes,0.0,2.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Female
Female,16.0,1.55,45.0,no,yes,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,18.0,1.59,53.0,no,no,1.0,3.0,Sometimes,no,1.0,no,1.0,2.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,37.0,1.5,75.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Motorbike,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Female
Male,18.0,1.78,108.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Male
Female,16.0,1.61,65.0,yes,yes,1.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,23.0,1.71,50.0,yes,yes,2.0,3.0,Always,no,3.0,no,0.0,2.0,no,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Obesity_Type_I,Male
Female,18.0,1.7,50.0,no,no,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Walking,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Female
Male,18.0,1.76,69.5,no,no,3.0,3.0,Frequently,no,3.0,no,2.0,2.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.7,78.0,no,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Insufficient_Weight,Male
Female,17.0,1.53,55.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Female,20.0,1.54,39.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,3.0,2.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Female
Female,38.0,1.55,59.0,yes,no,3.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Frequently,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Female
Male,20.0,1.66,60.0,no,yes,2.0,4.0,Frequently,no,3.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,21.0,1.65,60.0,no,no,3.0,1.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Motorbike,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.65,70.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_II,Male
Male,26.0,1.83,82.0,no,yes,2.0,3.0,Always,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,27.0,1.83,99.0,yes,yes,3.0,1.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Walking,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Male,34.0,1.78,73.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,1.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.74,86.0,no,no,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Male,33.0,1.76,66.5,no,no,2.0,3.0,Sometimes,no,2.0,no,3.0,1.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,19.0,1.51,59.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,1.0,2.0,Sometimes,Walking,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Male,20.0,1.81,79.0,yes,no,3.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Female,33.0,1.55,55.0,yes,yes,3.0,1.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Male,20.0,1.83,66.0,no,no,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,20.0,1.6,65.0,no,no,3.0,3.0,Sometimes,no,2.0,yes,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,33.0,1.85,85.0,no,yes,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,33.0,1.75,85.0,no,no,2.0,3.0,Sometimes,no,2.0,yes,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Male,33.0,1.83,113.0,yes,yes,2.0,1.0,Always,no,2.0,no,1.0,2.0,Frequently,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Male
Male,14.0,1.71,72.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,2.0,1.0,no,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,34.0,1.84,88.0,no,yes,3.0,3.0,Sometimes,no,1.0,yes,2.0,0.0,no,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,18.0,1.77,87.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Frequently,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_I,Male
Male,18.0,1.7,90.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Male
Male,29.0,1.62,89.0,yes,yes,1.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Male
Male,18.0,1.85,60.0,yes,yes,3.0,4.0,Sometimes,no,2.0,yes,2.0,0.0,Sometimes,Automobile,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Male
Male,18.0,1.84,60.0,yes,yes,3.0,4.0,Sometimes,no,2.0,yes,2.0,0.0,Sometimes,Automobile,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Male
Male,19.0,1.75,58.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Bike,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,33.0,1.85,93.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Walking,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Male
Male,33.0,1.74,76.0,no,no,2.0,3.0,Sometimes,no,1.0,no,0.0,2.0,Sometimes,Walking,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Female,19.0,1.61,53.8,yes,yes,2.0,3.0,Always,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,22.0,1.75,70.0,no,no,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,20.0,1.67,60.0,no,yes,3.0,3.0,no,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,23.0,1.7,69.0,no,yes,3.0,1.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,26.0,1.9,80.0,yes,yes,2.0,3.0,Frequently,no,1.0,yes,1.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.65,85.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Male
Female,18.0,1.6,55.0,no,yes,2.0,4.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Male,19.0,1.8,70.0,no,yes,3.0,3.0,Frequently,no,1.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,18.0,1.64,59.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Male,19.0,1.89,87.0,no,yes,2.0,4.0,Frequently,no,2.0,no,3.0,1.0,Frequently,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,19.0,1.76,80.0,yes,yes,2.0,1.0,Sometimes,no,3.0,no,3.0,1.0,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.0,1.56,55.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Frequently,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,18.0,1.6,56.0,yes,yes,2.0,1.0,Always,no,2.0,no,1.0,0.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,19.0,1.67,64.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Female,19.0,1.6,60.0,no,yes,2.0,3.0,Frequently,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
