id,age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impulsive,ss,alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa,yhat,a,y,race
219,-0.07854,0.48246,1.16365,-0.28519,-0.31685,0.31287,1.11406,-0.84732,-1.07533,0.7583,-0.21712,-0.52593,CL4,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0,last year,white,last year,white
220,0.49788,0.48246,-0.61113,0.96082,-0.31685,-0.34799,-0.57545,0.14143,1.11406,0.25953,-1.37983,-0.84637,CL6,CL1,CL1,CL1,CL4,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,last year,white,not last year,white
221,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.82562,-0.30033,0.29338,-0.01729,0.12331,0.19268,0.07987,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0,last year,white,last year,white
222,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.14882,0.47617,-0.45174,-0.76096,0.93949,0.52975,-0.52593,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,never,white
223,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.24649,0.63779,0.7233,1.11406,0.25953,1.29221,1.2247,CL6,CL2,CL0,CL0,CL5,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL0,CL0,not last year,white,not last year,white
224,1.82213,-0.48246,0.45468,0.96082,-0.31685,-1.1943,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,CL1,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,not last year,white,never,white
225,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.46725,1.45421,0.29338,0.43852,0.7583,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
226,0.49788,0.48246,0.45468,0.96082,-0.31685,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,CL6,CL1,CL0,CL0,CL6,CL0,CL5,CL3,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,not last year,white,never,white
227,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,not last year,white,not last year,white
228,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.22393,0.96248,-0.97631,-0.60633,0.58489,1.29221,0.40148,CL5,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,last year,white,last year,white
229,1.09449,-0.48246,1.16365,0.96082,-0.31685,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,0.19268,0.07987,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL0,CL0,not last year,white,not last year,white
230,1.09449,0.48246,0.45468,0.96082,-0.31685,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
231,0.49788,0.48246,-0.05921,0.96082,-0.31685,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.54858,CL5,CL0,CL0,CL2,CL5,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,not last year,white,not last year,white
232,2.59171,0.48246,1.16365,0.96082,-0.31685,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,CL6,CL0,CL0,CL1,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,not last year,white,never,white
233,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.04257,1.2861,-0.01928,0.13136,0.7583,0.52975,0.7654,CL5,CL1,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,never,white,never,white
234,1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
235,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,not last year,white
236,-0.07854,0.48246,-0.05921,0.96082,-0.31685,0.04257,0.96248,-1.27553,2.23427,2.04506,-1.37983,-2.07848,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
237,-0.07854,0.48246,1.16365,0.96082,-0.31685,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
238,-0.07854,0.48246,-1.7379,0.96082,-0.31685,0.91093,-0.15487,-2.21069,0.28783,1.30612,-1.37983,-2.07848,CL5,CL1,CL1,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,not last year,white,last year,white
239,-0.95197,0.48246,-1.22751,0.96082,-0.31685,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
240,1.09449,0.48246,-0.05921,0.96082,-0.31685,-1.86962,0.63779,0.7233,1.61108,0.25953,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
241,0.49788,0.48246,1.16365,0.96082,-0.31685,0.62967,-1.23177,-0.01928,1.61108,2.63199,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,not last year,white,never,white
242,-0.07854,0.48246,-1.22751,-0.28519,-0.31685,2.127,-1.23177,-0.84732,0.76096,-1.0145,0.19268,-1.18084,CL5,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1,not last year,white,not last year,white
243,-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.49158,-1.50796,-3.27393,0.76096,-0.89891,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,last year,white,never,white
244,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.58016,1.11406,0.7233,0.94156,0.93949,-1.37983,-0.21575,CL5,CL3,CL1,CL2,CL6,CL3,CL4,CL3,CL2,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL5,CL0,CL1,last year,white,last year,white
245,0.49788,-0.48246,0.45468,0.96082,-0.31685,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,CL5,CL0,CL0,CL3,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
246,-0.07854,0.48246,-0.61113,0.96082,-0.31685,-0.24649,-0.94779,-1.68062,-1.47955,-1.38502,-2.55524,-1.54858,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,last year,white,not last year,white
247,-0.07854,0.48246,-0.05921,0.96082,-0.31685,1.37297,-0.69509,-1.27553,0.43852,-0.65253,-0.21712,-0.84637,CL5,CL0,CL0,CL2,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,last year,white,not last year,white
248,1.09449,-0.48246,1.16365,0.96082,-0.31685,-0.92104,-0.30033,-1.11902,0.59042,1.63088,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
249,1.09449,0.48246,1.98437,0.96082,-0.31685,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
250,1.09449,0.48246,-0.05921,0.96082,-0.31685,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,never,white,never,white
251,1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
252,0.49788,0.48246,0.45468,0.96082,-0.31685,0.62967,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
253,-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.43907,0.96248,-0.58331,2.23427,2.04506,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,not last year,white
254,1.09449,0.48246,1.98437,0.96082,-0.31685,-0.79151,0.16767,0.29338,-0.01729,0.93949,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,not last year,white
255,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,1.37297,-0.69509,-0.71727,-0.91699,-0.27607,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,not last year,white,last year,white
256,0.49788,0.48246,1.16365,0.96082,-0.31685,-1.1943,1.74091,1.06238,1.2861,0.7583,0.19268,0.40148,CL5,CL1,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,not last year,white
257,-0.95197,0.48246,-0.61113,0.96082,-0.31685,-0.46725,0.63779,-0.31776,0.76096,0.93949,-0.71126,-0.21575,CL4,CL2,CL0,CL0,CL2,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
258,0.49788,-0.48246,1.98437,0.96082,-0.31685,0.04257,0.00332,0.88309,-2.70172,-0.27607,-0.71126,0.07987,CL4,CL1,CL1,CL1,CL6,CL1,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL1,CL0,CL1,CL4,CL0,CL1,last year,white,not last year,white
259,2.59171,-0.48246,1.98437,0.96082,-0.31685,0.52135,-0.15487,-0.45174,-1.47955,1.81175,-0.71126,-1.54858,CL5,CL0,CL0,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
260,2.59171,-0.48246,-0.05921,0.96082,-0.31685,-1.05308,-0.30033,0.29338,0.43852,0.7583,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
261,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.96248,2.15324,-0.91699,-0.00665,1.86203,1.2247,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
262,1.82213,-0.48246,0.45468,0.96082,-0.31685,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,CL2,CL0,CL1,CL2,CL0,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0,last year,white,not last year,white
263,1.09449,-0.48246,1.16365,0.96082,-0.50212,-0.92104,0.80523,-0.31776,0.94156,0.25953,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,non-white,never,non-white
264,1.82213,0.48246,-2.43591,0.96082,-0.31685,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,never,white,never,white
265,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.46725,0.16767,-0.01928,0.59042,0.58489,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
266,0.49788,0.48246,0.45468,0.96082,-1.10702,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,-0.71126,-2.07848,CL2,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,non-white,never,non-white
267,1.82213,-0.48246,0.45468,0.96082,-0.31685,-1.1943,-0.15487,-0.17779,0.28783,0.7583,-0.21712,0.07987,CL6,CL1,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0,not last year,white,last year,white
268,0.49788,-0.48246,-0.05921,0.96082,-1.10702,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,non-white,never,non-white
269,1.09449,0.48246,1.16365,0.96082,-0.31685,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,not last year,white,not last year,white
270,0.49788,0.48246,1.16365,0.96082,-1.10702,-0.92104,0.16767,-0.84732,-0.76096,0.12331,-1.37983,-2.07848,CL4,CL0,CL0,CL2,CL2,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,non-white,never,non-white
271,1.09449,0.48246,1.16365,0.96082,-0.31685,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
272,1.09449,0.48246,1.16365,0.96082,-0.31685,0.73545,-0.69509,0.44585,0.28783,-1.38502,-0.71126,0.7654,CL6,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL2,CL1,CL2,CL0,CL0,not last year,white,not last year,white
273,1.82213,-0.48246,1.98437,0.96082,-0.31685,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,never,white,never,white
274,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.22393,0.16767,-1.11902,0.28783,0.25953,-0.71126,-0.21575,CL6,CL3,CL3,CL4,CL6,CL3,CL6,CL3,CL0,CL2,CL0,CL2,CL3,CL2,CL0,CL1,CL4,CL0,CL0,not last year,white,last year,white
275,0.49788,-0.48246,1.16365,0.96082,-0.31685,0.22393,0.96248,0.14143,-0.91699,0.58489,-0.21712,0.7654,CL6,CL1,CL6,CL5,CL6,CL3,CL4,CL1,CL1,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL6,CL0,CL0,not last year,white,last year,white
276,0.49788,0.48246,1.16365,0.96082,-0.31685,0.41667,-0.43999,0.14143,0.43852,1.63088,-1.37983,-0.21575,CL4,CL0,CL0,CL0,CL6,CL1,CL4,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,not last year,white
277,1.82213,-0.48246,1.98437,0.96082,-0.31685,-0.92104,0.47617,-0.58331,-0.30172,-0.52745,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,never,white,never,white
278,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-1.05308,1.45421,1.06238,0.76096,-0.14277,0.52975,0.07987,CL5,CL2,CL2,CL2,CL5,CL4,CL5,CL3,CL0,CL3,CL0,CL2,CL0,CL2,CL0,CL3,CL3,CL0,CL0,last year,white,last year,white
279,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
280,1.09449,-0.48246,1.16365,0.96082,-0.31685,-1.32828,0.80523,0.29338,0.43852,0.41594,0.19268,-0.52593,CL5,CL1,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,not last year,white,not last year,white
281,1.82213,-0.48246,1.16365,0.96082,-0.31685,-0.05188,0.16767,0.7233,-0.01729,-0.89891,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,not last year,white,never,white
282,1.09449,0.48246,-0.61113,0.96082,-0.31685,0.04257,-0.30033,-2.21069,-0.15487,-0.14277,-0.71126,-0.84637,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
283,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.05188,0.00332,0.14143,0.94156,0.93949,0.19268,0.40148,CL5,CL0,CL0,CL0,CL5,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
284,1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.92104,1.58487,0.14143,-0.30172,0.7583,0.19268,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
285,0.49788,-0.48246,-0.05921,-0.28519,-0.31685,-1.1943,-0.80615,0.7233,-0.45321,0.25953,1.29221,-0.21575,CL3,CL2,CL2,CL3,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0,last year,white,not last year,white
286,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.92104,1.2861,-0.71727,-0.30172,0.25953,-1.37983,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,not last year,white,never,white
287,1.09449,0.48246,0.45468,0.96082,-0.31685,0.22393,-1.37639,-0.17779,-1.34289,-0.14277,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
288,1.09449,-0.48246,1.16365,0.96082,-0.31685,0.31287,0.32197,-0.45174,0.43852,-0.89891,-0.21712,-0.21575,CL3,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
289,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.62967,0.32197,-0.71727,-0.30172,-0.00665,-0.21712,-1.54858,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,last year,white,never,white
290,-0.07854,0.48246,1.16365,0.96082,-0.31685,-2.05048,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,CL4,CL0,CL1,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,not last year,white,not last year,white
291,0.49788,0.48246,-0.05921,0.96082,-1.10702,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,CL0,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,non-white,never,non-white
292,0.49788,0.48246,-0.61113,0.96082,-0.31685,0.62967,-1.09207,0.44585,-0.76096,-0.40581,-1.37983,-0.52593,CL5,CL1,CL0,CL0,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,never,white,last year,white
293,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,-0.71126,-0.52593,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
295,-0.07854,0.48246,-0.05921,0.96082,-0.31685,1.13281,0.00332,-0.17779,-0.76096,-0.40581,0.19268,-0.21575,CL3,CL1,CL1,CL0,CL3,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1,not last year,white,last year,white
296,-0.95197,0.48246,-1.43719,0.96082,-0.31685,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
297,0.49788,-0.48246,-0.05921,0.96082,-0.31685,1.37297,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,CL5,CL0,CL1,CL4,CL5,CL2,CL6,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,not last year,white
298,2.59171,0.48246,-1.7379,0.96082,-0.31685,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
300,0.49788,0.48246,0.45468,0.96082,-0.31685,0.13606,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
301,0.49788,0.48246,-0.05921,-0.57009,-0.31685,0.82562,-0.94779,-0.17779,0.43852,0.58489,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,last year,white,never,white
302,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,last year,white,never,white
303,0.49788,0.48246,1.98437,0.96082,-0.31685,0.52135,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,not last year,white,never,white
304,1.82213,0.48246,-0.05921,0.96082,-0.31685,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,CL6,CL0,CL0,CL1,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL0,last year,white,not last year,white
305,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.34799,0.00332,-1.27553,-0.15487,0.93949,-0.21712,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
306,1.09449,0.48246,0.45468,0.96082,-0.31685,-1.05308,-2.32338,-1.27553,1.61108,0.12331,-0.71126,-1.54858,CL4,CL1,CL2,CL0,CL6,CL0,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,never,white,never,white
307,0.49788,-0.48246,1.16365,0.96082,-0.31685,0.22393,-1.23177,-0.84732,-1.07533,0.7583,-1.37983,-0.84637,CL5,CL0,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,not last year,white,not last year,white
308,1.09449,-0.48246,1.16365,0.96082,-0.31685,-0.46725,-0.57545,-0.71727,1.11406,0.7583,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,not last year,white
309,0.49788,0.48246,-1.22751,0.96082,-0.31685,-1.69163,0.80523,-0.17779,-0.01729,1.63088,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
310,0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.79151,0.16767,-0.17779,0.59042,0.41594,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,never,white,never,white
