lsat,gpa,race,resident,college,year,gender,admit,black,hispanic,asian,white,missing_race,urm,enroll
148.0,2.48,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
161.0,3.63, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
164.0,3.56,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
140.0,2.84, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
148.0,2.67,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
162.0,3.48,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
159.0,3.43,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
153.0,3.61,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.7,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.47,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
158.0,2.85,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
156.0,3.92,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
166.0,3.53,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
156.0,3.93,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
166.0,3.35, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
165.0,3.7,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.57,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
152.0,3.17, ,1.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
147.0,3.49,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
148.0,3.67,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
159.0,3.51,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
155.0,3.74,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
157.0,3.33,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
166.0,3.66,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
156.0,3.4,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.02,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
154.0,3.51,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
161.0,2.56,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
165.0,3.57,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
159.0,3.75,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
168.0,3.08,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.74,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
165.0,3.19,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
154.0,3.41,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
140.0,3.34,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
149.0,3.18,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
163.0,3.44,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
163.0,3.75,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
167.0,3.25, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
166.0,3.58,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
158.0,3.32,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
160.0,3.54,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
165.0,3.48,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
164.0,3.65, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
157.0,3.6,Asian,1.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
140.0,2.63,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
151.0,2.74,Black,0.0,Virginia,2006,1.0,0.0,1,0,0,0,0,1,
145.0,3.23,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
165.0,3.35,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
144.0,2.9,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
163.0,3.4,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.42, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
164.0,3.35,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
161.0,3.33,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
159.0,2.65,Black,0.0,Virginia,2006,1.0,0.0,1,0,0,0,0,1,
164.0,3.42, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
161.0,3.27,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
167.0,3.49,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
157.0,3.55, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
148.0,3.72,Black,0.0,Virginia,2006,1.0,0.0,1,0,0,0,0,1,
139.0,2.34,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
165.0,3.77, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
162.0,2.81,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
151.0,3.69, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
160.0,2.68,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
166.0,2.6, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
144.0,3.32, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
145.0,2.8,Black,0.0,Virginia,2006,1.0,0.0,1,0,0,0,0,1,
157.0,3.76,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
140.0,3.13,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
152.0,2.8,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
150.0,3.59,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
154.0,2.93,Asian,1.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
153.0,3.49,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
155.0,3.07,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
154.0,3.39,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
167.0,3.26,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.36,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
154.0,3.01,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
152.0,3.14, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
163.0,3.27,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
167.0,2.85, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
164.0,3.07,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
150.0,2.93, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
162.0,3.25,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
166.0,3.16, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
166.0,3.69,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
162.0,3.68, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
163.0,3.37,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
159.0,3.25,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
163.0,3.67,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
148.0,2.44,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
158.0,3.62,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
155.0,2.77,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
167.0,2.91, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
154.0,3.61,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
167.0,3.35,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
138.0,3.55,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
161.0,3.48,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.74,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
168.0,3.42,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
168.0,3.2,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
159.0,3.66, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
150.0,3.53,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
165.0,3.57, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
155.0,3.41,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
157.0,3.6, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
151.0,3.72, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
166.0,3.21,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
156.0,3.61, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
158.0,3.68,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
161.0,3.2,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
165.0,3.6, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
166.0,2.99,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
143.0,3.23, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
154.0,3.49,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
154.0,3.54,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
167.0,3.6,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
160.0,2.97,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
157.0,3.65, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
148.0,3.53,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
149.0,1.73,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
153.0,3.21,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
151.0,3.7, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
148.0,3.35,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
143.0,2.71,Black,0.0,Virginia,2006,1.0,0.0,1,0,0,0,0,1,
164.0,3.74,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
146.0,2.95,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
156.0,3.68, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
140.0,2.11,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
159.0,3.61,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
165.0,2.94,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
154.0,3.22,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
155.0,3.12, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
152.0,3.03,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
157.0,3.37, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
163.0,3.81,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
161.0,3.06,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
151.0,3.26,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
168.0,3.42,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
164.0,3.71,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
164.0,3.38,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
151.0,3.0,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
139.0,3.5,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
162.0,2.98,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
143.0,3.07,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
145.0,3.18, ,1.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
142.0,3.66,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
138.0,2.71,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
160.0,3.27,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
148.0,2.82,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
159.0,3.43,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
156.0,3.48,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
165.0,3.6,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
164.0,3.74,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
166.0,4.05,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
160.0,3.25,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
162.0,3.53,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
151.0,3.46,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
158.0,3.55,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
158.0,3.77,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
160.0,3.14,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
156.0,2.85,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
160.0,3.48,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
144.0,2.67,Asian,1.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
162.0,3.59, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
164.0,3.61,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
155.0,3.57, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
155.0,3.11,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
160.0,3.68,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
164.0,3.67, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
159.0,3.8,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
165.0,3.74,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
158.0,3.16,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
165.0,3.48,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
158.0,3.77,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
170.0,3.27, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
166.0,3.16,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
136.0,3.47,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
165.0,3.78, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
157.0,3.37,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
161.0,3.89, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
157.0,2.82,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
164.0,2.81,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
157.0,3.63, ,1.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
154.0,3.19,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
163.0,2.94,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
166.0,3.56,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
130.0,2.88,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
165.0,3.23,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
164.0,3.84,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
158.0,3.8,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
163.0,2.01,Asian,1.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
162.0,3.48,Asian,1.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
158.0,3.26,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
152.0,3.44,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
161.0,2.67,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
145.0,3.2,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
164.0,3.66,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
150.0,2.87,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
162.0,3.53,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
162.0,3.58, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
150.0,3.58,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
165.0,3.69,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
159.0,3.87,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
156.0,3.91,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
151.0,3.11, ,1.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
164.0,3.62,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
157.0,2.74,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
169.0,3.36,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
152.0,2.71,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
138.0,3.2,Black,0.0,Virginia,2006,1.0,0.0,1,0,0,0,0,1,
160.0,2.92,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
159.0,3.24,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
128.0,2.27, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
150.0,3.34,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
145.0,3.45,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
159.0,3.37,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
165.0,3.61, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
162.0,3.68,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
158.0,3.53,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
167.0,3.67,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
142.0,3.53,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
153.0,3.7, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
155.0,2.95,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
144.0,3.08,Hispanic,1.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
156.0,3.25,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
160.0,3.52,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
159.0,3.65,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
163.0,3.66,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
152.0,2.6,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
163.0,2.93, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
167.0,3.49,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
154.0,3.25,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
167.0,2.79, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
163.0,3.33,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
143.0,3.49,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.27,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
140.0,3.51,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
140.0,3.04,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
133.0,2.76,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
147.0,3.05,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
145.0,2.48,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
157.0,3.3,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
146.0,3.63, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
160.0,3.0, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
163.0,3.03,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.53, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
144.0,2.85,Black,0.0,Virginia,2006,1.0,0.0,1,0,0,0,0,1,
158.0,3.64,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.55,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
148.0,2.98, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
163.0,3.38,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
153.0,3.19,Asian,1.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
163.0,3.55,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
135.0,2.36,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
151.0,3.7, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
161.0,3.67,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.46,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
147.0,3.53,White,1.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
153.0,3.6,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
168.0,3.13,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.8,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
168.0,3.04,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
137.0,3.26,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
155.0,3.21,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
168.0,3.42,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
160.0,3.71, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
160.0,3.62,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
156.0,3.45,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
163.0,3.3,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
147.0,3.01,Black,0.0,Virginia,2006,0.0,0.0,1,0,0,0,0,1,
163.0,3.84,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
167.0,3.37,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
150.0,3.19,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
146.0,2.67,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
164.0,3.73, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
158.0,2.91, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
154.0,3.55, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
160.0,3.88,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
154.0,3.05, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
153.0,3.87,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
141.0,3.2,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
168.0,2.38, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
146.0,2.52,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
147.0,3.73,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
163.0,3.69,White,1.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
156.0,3.51,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.61,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
161.0,3.36,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
161.0,3.4,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
166.0,3.53,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
146.0,3.82, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
153.0,2.49,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
162.0,3.21, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
158.0,3.6,Asian,0.0,Virginia,2006,1.0,0.0,0,0,1,0,0,0,
166.0,3.65, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
151.0,3.72,Asian,1.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
167.0,3.49, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
140.0,3.25,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
166.0,3.46, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
158.0,2.95,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
155.0,3.68, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
144.0,3.4,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
144.0,3.5,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
159.0,3.21,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
163.0,3.4, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
168.0,3.61, ,0.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
166.0,3.38, ,0.0,Virginia,2006,0.0,0.0,0,0,0,0,1,0,
145.0,2.82,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
146.0,3.52,Hispanic,0.0,Virginia,2006,0.0,0.0,0,1,0,0,0,1,
167.0,3.44,White,0.0,Virginia,2006,0.0,0.0,0,0,0,1,0,0,
155.0,3.26,Asian,0.0,Virginia,2006,0.0,0.0,0,0,1,0,0,0,
167.0,3.65,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
162.0,3.48,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
158.0,3.69, ,1.0,Virginia,2006,1.0,0.0,0,0,0,0,1,0,
161.0,3.61,Hispanic,0.0,Virginia,2006,1.0,0.0,0,1,0,0,0,1,
166.0,3.64,White,0.0,Virginia,2006,1.0,0.0,0,0,0,1,0,0,
